UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
MT;51;01308;5101308;Arenápolis;10484
BA;29;29800;2929800;Saúde;10482
PR;41;03800;4103800;Cambira;10482
MG;31;70503;3170503;Urucânia;10480
CE;23;09805;2309805;Pacoti;10467
BA;29;19603;2919603;Macajuba;10463
SC;42;00705;4200705;Alfredo Wagner;10455
MG;31;25952;3125952;Fervedouro;10452
PB;25;09008;2509008;Manaíra;10447
MG;31;49150;3149150;Pedras de Maria da Cruz;10445
SP;35;51405;3551405;Serra Azul;10429
CE;23;03659;2303659;Catunda;10425
RS;43;04358;4304358;Candiota;10418
SC;42;13401;4213401;Ponte Serrada;10414
GO;52;00605;5200605;Alto Paraíso de Goiás;10414
MG;31;17108;3117108;Conceição da Aparecida;10408
PA;15;07961;1507961;Terra Alta;10404
RS;43;15800;4315800;Roca Sales;10397
AL;27;01209;2701209;Cacimbinhas;10387
PB;25;07200;2507200;Itatuba;10385
BA;29;23506;2923506;Palmeiras;10383
RS;43;05801;4305801;Constantina;10383
GO;52;16403;5216403;Paraúna;10383
BA;29;26657;2926657;Ribeirão do Largo;10382
MG;31;20508;3120508;Cristina;10379
PR;41;28401;4128401;Uraí;10378
PB;25;05709;2505709;Dona Inês;10374
GO;52;19704;5219704;Santa Terezinha de Goiás;10370
CE;23;10407;2310407;Paramoti;10369
TO;17;01002;1701002;Ananás;10368
PE;26;04809;2604809;Cortês;10361
BA;29;05107;2905107;Caém;10360
SP;35;44202;3544202;Riolândia;10358
TO;17;14880;1714880;Nova Olinda;10353
SP;35;17901;3517901;Guaraci;10347
TO;17;03800;1703800;Buriti do Tocantins;10346
CE;23;06801;2306801;Jaguaribara;10344
PE;26;01508;2601508;Belém de Maria;10339
SE;28;00407;2800407;Arauá;10338
BA;29;21054;2921054;Matina;10338
MG;31;71808;3171808;Virginópolis;10336
PA;15;03408;1503408;Inhangapi;10334
BA;29;29404;2929404;São Miguel das Matas;10334
SP;35;51108;3551108;Sarapuí;10334
SE;28;06800;2806800;São Domingos;10332
PR;41;27908;4127908;Tuneiras do Oeste;10332
RS;43;01404;4301404;Arvorezinha;10328
BA;29;16203;2916203;Itapé;10327
PI;22;02505;2202505;Caracol;10326
MA;21;10237;2110237;Santana do Maranhão;10325
MG;31;56601;3156601;Rubim;10321
BA;29;16609;2916609;Itapitanga;10320
RN;24;01305;2401305;Campo Grande;10319
PI;22;04501;2204501;Guadalupe;10305
RJ;33;05901;3305901;Trajano de Moraes;10303
SC;42;04400;4204400;Coronel Freitas;10303
MG;31;32305;3132305;Itaipé;10302
SP;35;16903;3516903;General Salgado;10301
GO;52;03559;5203559;Bonfinópolis;10300
PB;25;15401;2515401;São Vicente do Seridó;10298
SC;42;07908;4207908;Irineópolis;10298
MA;21;04503;2104503;Governador Archer;10294
PI;22;04303;2204303;Fronteiras;10293
BA;29;27903;2927903;Santa Inês;10293
RS;43;17707;4317707;Santo Antônio das Missões;10292
SP;35;34757;3534757;Ouroeste;10288
MA;21;07001;2107001;Montes Altos;10286
MA;21;04909;2104909;Guimarães;10285
SC;42;16008;4216008;São Carlos;10279
PI;22;06720;2206720;Nazária;10278
SC;42;17303;4217303;Saudades;10272
MG;31;61502;3161502;São Geraldo;10270
RN;24;08953;2408953;Rio do Fogo;10268
TO;17;02901;1702901;Axixá do Tocantins;10267
MG;31;54804;3154804;Rio Acima;10263
RN;24;07500;2407500;Maxaranguape;10262
RN;24;14100;2414100;Tenente Ananias;10262
PI;22;06407;2206407;Monsenhor Gil;10260
RS;43;13953;4313953;Pantano Grande;10255
TO;17;02406;1702406;Arraias;10253
MG;31;60306;3160306;Santo Antônio do Jacinto;10251
RN;24;12559;2412559;São Miguel do Gostoso;10250
MA;21;11904;2111904;Sucupira do Norte;10247
RN;24;05009;2405009;Jaçanã;10247
RS;43;14704;4314704;Planalto;10240
PR;41;20507;4120507;Primeiro de Maio;10239
PE;26;07950;2607950;Jaqueira;10237
MA;21;02374;2102374;Cachoeira Grande;10227
BA;29;06105;2906105;Canápolis;10225
SC;42;12650;4212650;Pescaria Brava;10224
MA;21;03901;2103901;Duque Bacelar;10223
MA;21;05203;2105203;Igarapé Grande;10222
RN;24;02105;2402105;Campo Redondo;10217
MA;21;03109;2103109;Cedral;10214
RJ;33;06156;3306156;Varre-Sai;10209
MG;31;15805;3115805;Centralina;10207
MG;31;22454;3122454;Divisópolis;10206
BA;29;24678;2924678;Piraí do Norte;10200
RS;43;16451;4316451;Salto do Jacuí;10200
RN;24;03806;2403806;Florânia;10199
BA;29;29370;2929370;São José do Jacuípe;10195
MA;21;11789;2111789;Serrano do Maranhão;10194
SP;35;56602;3556602;Vera Cruz;10194
SP;35;50001;3550001;São Luiz do Paraitinga;10181
CE;23;10100;2310100;Palmácia;10173
PE;26;12802;2612802;Santa Terezinha;10164
MA;21;12852;2112852;Vila Nova dos Martírios;10138
MT;51;02793;5102793;Carlinda;10138
MG;31;58003;3158003;Santa Maria de Itabira;10133
MG;31;31802;3131802;Itabirinha;10112
SP;35;19105;3519105;Iacanga;10104
MG;31;40555;3140555;Mata Verde;10096
PR;41;00301;4100301;Agudos do Sul;10092
MA;21;11748;2111748;Senador Alexandre Costa;10087
MG;31;45356;3145356;Novo Oriente de Minas;10086
BA;29;21450;2921450;Mirante;10072
SP;35;55604;3555604;Uchoa;10067
MA;21;02408;2102408;Cajapió;10032
BA;29;10008;2910008;Dário Meira;10025
SP;35;50803;3550803;São Sebastião da Grama;10023
SC;42;07809;4207809;Irani;10014
AL;27;05606;2705606;Novo Lino;10011
SP;35;17000;3517000;Getulina;10011
BA;29;02302;2902302;Aratuípe;10006
PI;22;02059;2202059;Cabeceiras do Piauí;10001
MS;50;04007;5004007;Glória de Dourados;9998
RN;24;14506;2414506;Umarizal;9972
BA;29;18456;2918456;Jucuruçu;9971
PE;26;01003;2601003;Angelim;9965
RN;24;10306;2410306;Serra Caiada;9964
SC;42;11009;4211009;Mondaí;9961
MT;51;07180;5107180;Ribeirão Cascalheira;9959
MG;31;23007;3123007;Dores de Campos;9956
CE;23;03600;2303600;Catarina;9950
SP;35;56354;3556354;Vargem;9948
SP;35;06904;3506904;Bofete;9943
PR;41;28708;4128708;Vitorino;9942
PI;22;05102;2205102;Itaueira;9939
BA;29;06899;2906899;Caraíbas;9938
AM;13;00086;1300086;Anamã;9927
BA;29;14109;2914109;Ipupiara;9925
MG;31;66204;3166204;Senhora dos Remédios;9925
MG;31;64506;3164506;São Sebastião do Maranhão;9918
MG;31;08255;3108255;Bonito de Minas;9917
BA;29;33174;2933174;Varzedo;9913
MG;31;16100;3116100;Chapada do Norte;9913
MS;50;04106;5004106;Guia Lopes da Laguna;9912
RS;43;22533;4322533;Vale do Sol;9907
GO;52;07808;5207808;Firminópolis;9904
MA;21;04305;2104305;Godofredo Viana;9894
PR;41;02604;4102604;Barracão;9886
PB;25;02409;2502409;Bonito de Santa Fé;9880
PB;25;16805;2516805;Triunfo;9868
RN;24;06700;2406700;Lajes;9866
MG;31;41603;3141603;Mercês;9865
MG;31;21258;3121258;Delta;9852
SP;35;28601;3528601;Manduri;9852
CE;23;09102;2309102;Mulungu;9851
PR;41;15101;4115101;Mariluz;9846
MG;31;11804;3111804;Canápolis;9844
PI;22;06696;2206696;Murici dos Portelas;9841
ES;32;01100;3201100;Bom Jesus do Norte;9832
BA;29;28307;2928307;Santanópolis;9831
RS;43;15107;4315107;Porto Xavier;9821
PR;41;23857;4123857;Santa Maria do Oeste;9811
PB;25;09057;2509057;Marcação;9807
BA;29;24652;2924652;Pintadas;9805
SP;35;03604;3503604;Areiópolis;9805
PI;22;01606;2201606;Beneditinos;9803
GO;52;05802;5205802;Corumbá de Goiás;9801
MG;31;65552;3165552;Setubinha;9797
MG;31;12802;3112802;Capitólio;9794
BA;29;28505;2928505;Santa Terezinha;9790
MG;31;64209;3164209;São Romão;9783
BA;29;02203;2902203;Aramari;9781
BA;29;16302;2916302;Itapebi;9779
PR;41;14906;4114906;Marilândia do Sul;9757
AL;27;02504;2702504;Dois Riachos;9754
RS;43;16105;4316105;Ronda Alta;9750
RN;24;04408;2404408;Grossos;9742
PB;25;07903;2507903;Juripiranga;9741
AC;12;00179;1200179;Capixaba;9737
RN;24;12906;2412906;São Tomé;9720
SP;35;32504;3532504;Neves Paulista;9719
ES;32;00136;3200136;Águia Branca;9714
RN;24;01701;2401701;Bom Jesus;9713
GO;52;19803;5219803;São Domingos;9710
RN;24;02501;2402501;Carnaubais;9704
RJ;33;04607;3304607;Santa Maria Madalena;9704
SP;35;04909;3504909;Bananal;9690
GO;52;13004;5213004;Maurilândia;9684
PR;41;28534;4128534;Ventania;9682
CE;23;00101;2300101;Abaiara;9670
SP;35;32603;3532603;Nhandeara;9670
PR;41;27809;4127809;Tomazina;9659
PB;25;06707;2506707;Imaculada;9656
PR;41;00707;4100707;Alto Piquiri;9646
SP;35;32900;3532900;Nova Europa;9638
CE;23;11207;2311207;Potengi;9637
MT;51;05176;5105176;Juruena;9635
SP;35;40507;3540507;Porangaba;9634
MA;21;11052;2111052;São João do Paraíso;9622
MA;21;09304;2109304;Presidente Vargas;9616
MG;31;06507;3106507;Berilo;9615
SP;35;04800;3504800;Bálsamo;9598
SP;35;26506;3526506;Lavínia;9596
BA;29;26905;2926905;Rio do Pires;9585
RS;43;12906;4312906;Nova Bassano;9582
RS;43;08300;4308300;Fontoura Xavier;9573
BA;29;03953;2903953;Bom Jesus da Serra;9572
PR;41;27007;4127007;Teixeira Soares;9565
SC;42;03501;4203501;Campo Erê;9562
PR;41;18105;4118105;Paranacity;9561
ES;32;02553;3202553;Ibitirama;9550
PB;25;10105;2510105;Nova Floresta;9539
GO;52;13707;5213707;Montes Claros de Goiás;9530
AL;27;02801;2702801;Flexeiras;9520
SP;35;37503;3537503;Pereiras;9520
AL;27;04609;2704609;Maravilha;9515
MG;31;06002;3106002;Bela Vista de Minas;9505
GO;52;16304;5216304;Paranaiguara;9497
MA;21;05807;2105807;Lago do Junco;9491
GO;52;05000;5205000;Carmo do Rio Verde;9484
AL;27;03759;2703759;Jequiá da Praia;9480
SP;35;14601;3514601;Dumont;9476
SP;35;35101;3535101;Palmares Paulista;9475
RS;43;05306;4305306;Chapada;9475
AL;27;01100;2701100;Branquinha;9474
RO;11;01104;1101104;Itapuã do Oeste;9465
PI;22;10656;2210656;Sigefredo Pacheco;9465
RS;43;04903;4304903;Casca;9464
BA;29;20007;2920007;Maiquinique;9452
PR;41;03503;4103503;Califórnia;9438
TO;17;16604;1716604;Peixe;9431
PI;22;07603;2207603;Parnaguá;9429
BA;29;25931;2925931;Quixabeira;9429
SP;35;15202;3515202;Estrela d'Oeste;9405
PI;22;00707;2200707;Anísio de Abreu;9401
MG;31;14550;3114550;Carneirinho;9401
RJ;33;04508;3304508;Rio das Flores;9387
SP;35;41901;3541901;Queluz;9387
SP;35;13207;3513207;Cristais Paulista;9375
AL;27;07404;2707404;Porto de Pedras;9373
BA;29;30006;2930006;Sebastião Laranjeiras;9373
MT;51;00805;5100805;Apiacás;9367
RN;24;10405;2410405;Pureza;9358
RO;11;00924;1100924;Chupinguaia;9351
CE;23;10001;2310001;Palhano;9335
SP;35;42107;3542107;Rafard;9333
SC;42;07650;4207650;Iporã do Oeste;9333
MG;31;44656;3144656;Ninheira;9331
PR;41;28559;4128559;Vera Cruz do Oeste;9326
SC;42;12304;4212304;Paulo Lopes;9326
SE;28;06107;2806107;Rosário do Catete;9315
SP;35;12902;3512902;Cosmorama;9315
PB;25;00106;2500106;Água Branca;9308
PR;41;25209;4125209;São Jorge d'Oeste;9308
SC;42;15653;4215653;Santa Rosa do Sul;9308
AL;27;03601;2703601;Japaratinga;9307
SP;35;54706;3554706;Torrinha;9303
RS;43;02006;4302006;Barros Cassal;9299
AM;13;02108;1302108;Japurá;9281
MG;31;04106;3104106;Arceburgo;9278
PI;22;04808;2204808;Ipiranga do Piauí;9275
BA;29;17359;2917359;Jaborandi;9269
BA;29;20809;2920809;Marcionílio Souza;9256
RO;11;01609;1101609;Theobroma;9253
SP;35;43808;3543808;Rinópolis;9251
MG;31;03009;3103009;Antônio Dias;9248
GO;52;14408;5214408;Nazário;9247
RS;43;15404;4315404;Redentora;9244
SE;28;04458;2804458;Nossa Senhora Aparecida;9243
PB;25;08000;2508000;Juru;9237
PB;25;11806;2511806;Pirpirituba;9229
MG;31;00500;3100500;Açucena;9229
MA;21;02150;2102150;Brejo de Areia;9224
MG;31;25903;3125903;Ferros;9210
PI;22;04659;2204659;Ilha Grande;9207
MG;31;47709;3147709;Passa Tempo;9204
RO;11;01302;1101302;Mirante da Serra;9200
MG;31;03900;3103900;Araújos;9192
PE;26;16100;2616100;Verdejante;9170
PR;41;07256;4107256;Douradina;9168
BA;29;24702;2924702;Piripá;9158
RS;43;06932;4306932;Entre-Ijuís;9157
GO;52;15009;5215009;Nova Veneza;9152
PB;25;01401;2501401;Baía da Traição;9147
SC;42;11058;4211058;Monte Carlo;9131
SP;35;09304;3509304;Cajobi;9129
PR;41;12405;4112405;Japurá;9127
PB;25;17001;2517001;Umbuzeiro;9124
BA;29;04407;2904407;Brejolândia;9114
BA;29;17904;2917904;Jandaíra;9112
MG;31;51008;3151008;Piranguinho;9109
SP;35;19006;3519006;Herculândia;9109
MG;31;31505;3131505;Ipuiúna;9104
MG;31;37536;3137536;Lagoa Grande;9096
PR;41;22602;4122602;Rondon;9093
PE;26;02407;2602407;Brejão;9084
RN;24;07005;2407005;Luís Gomes;9083
BA;29;19108;2919108;Lamarão;9062
MG;31;09204;3109204;Buenópolis;9058
RN;24;05306;2405306;Januário Cicco;9054
RS;43;05173;4305173;Cerro Grande do Sul;9054
SP;35;45407;3545407;Salto Grande;9051
TO;17;00400;1700400;Almas;9044
MT;51;02686;5102686;Campos de Júlio;9039
PI;22;03453;2203453;Dom Inocêncio;9036
MG;31;02704;3102704;Cachoeira de Pajeú;9020
MG;31;58904;3158904;Santana do Manhuaçu;9010
MG;31;18700;3118700;Coqueiral;9002
AL;27;01803;2701803;Carneiros;8992
PR;41;09906;4109906;Icaraíma;8992
MG;31;43500;3143500;Morada Nova de Minas;8988
SC;42;16107;4216107;São Domingos;8984
MG;31;12901;3112901;Caputira;8976
MG;31;52709;3152709;Prados;8964
RS;43;04713;4304713;Caraá;8957
PB;25;03308;2503308;Cachoeira dos Índios;8944
MS;50;02159;5002159;Bodoquena;8944
PB;25;09909;2509909;Natuba;8937
PR;41;15754;4115754;Mauá da Serra;8937
PE;26;09204;2609204;Maraial;8935
MG;31;42106;3142106;Miradouro;8935
MG;31;71709;3171709;Virgínia;8933
MT;51;08956;5108956;Nova Monte Verde;8931
SP;35;35200;3535200;Palmeira d'Oeste;8904
PR;41;23709;4123709;Santa Isabel do Ivaí;8897
MA;21;12001;2112001;Tasso Fragoso;8891
ES;32;05150;3205150;Vila Pavão;8890
MG;31;40852;3140852;Matias Cardoso;8879
MG;31;36504;3136504;Jordânia;8866
MT;51;02850;5102850;Castanheira;8863
BA;29;33406;2933406;Wagner;8861
GO;52;16809;5216809;Petrolina de Goiás;8854
BA;29;07558;2907558;Caturama;8847
RO;11;00700;1100700;Campo Novo de Rondônia;8840
SP;35;55802;3555802;Urânia;8840
CE;23;10605;2310605;Penaforte;8839
MA;21;10856;2110856;São Francisco do Brejão;8837
PE;26;15201;2615201;Terra Nova;8832
RN;24;01404;2401404;Baía Formosa;8825
SC;42;01505;4201505;Armazém;8825
TO;17;00707;1700707;Alvorada;8821
MA;21;11722;2111722;Satubinha;8821
MG;31;64605;3164605;São Sebastião do Oeste;8819
PR;41;22701;4122701;Sabáudia;8819
MS;50;04908;5004908;Jaraguari;8819
MA;21;06672;2106672;Milagres do Maranhão;8812
PB;25;09800;2509800;Mulungu;8812
TO;17;18303;1718303;Praia Norte;8808
SC;42;18509;4218509;Treze Tílias;8803
MS;50;00906;5000906;Antônio João;8796
MG;31;26505;3126505;Francisco Badaró;8795
MG;31;38658;3138658;Lontra;8778
GO;52;12303;5212303;Leopoldo de Bulhões;8777
GO;52;22054;5222054;Vicentinópolis;8776
RJ;33;00951;3300951;Comendador Levy Gasparian;8769
SP;35;14007;3514007;Dobrada;8765
MG;31;54507;3154507;Riacho dos Machados;8757
MA;21;05948;2105948;Lago dos Rodrigues;8755
SE;28;05901;2805901;Riachuelo;8744
GO;52;05901;5205901;Corumbaíba;8739
PI;22;08650;2208650;Queimada Nova;8734
SP;35;43709;3543709;Rincão;8731
PA;15;03002;1503002;Faro;8728
MG;31;51909;3151909;Pocrane;8715
AL;27;08709;2708709;São Miguel dos Milagres;8711
SC;42;16800;4216800;São José do Cerrito;8708
SC;42;02602;4202602;Bom Retiro;8698
MG;31;48301;3148301;Paula Cândido;8697
GO;52;11404;5211404;Itauçu;8693
PR;41;25803;4125803;São Pedro do Ivaí;8691
RS;43;05009;4305009;Catuípe;8679
BA;29;20304;2920304;Malhada de Pedras;8673
TO;17;02000;1702000;Araguaçu;8666
TO;17;03842;1703842;Campos Lindos;8661
TO;17;14203;1714203;Natividade;8643
SC;42;16404;4216404;São João do Sul;8642
MG;31;06408;3106408;Belo Vale;8632
PR;41;23303;4123303;Santa Cruz de Monte Castelo;8630
MG;31;69208;3169208;Tombos;8621
PR;41;27882;4127882;Tunas do Paraná;8617
MG;31;28907;3128907;Guimarânia;8600
MG;31;56304;3156304;Rodeiro;8596
ES;32;04658;3204658;São Domingos do Norte;8588
MG;31;38625;3138625;Limeira do Oeste;8582
RS;43;20677;4320677;Sinimbu;8578
SC;42;04905;4204905;Descanso;8559
PR;41;00202;4100202;Adrianópolis;8556
MG;31;03751;3103751;Araporã;8543
PI;22;05953;2205953;Marcolândia;8541
PI;22;06803;2206803;Nossa Senhora dos Remédios;8523
TO;17;21109;1721109;Tocantínia;8518
MT;51;03601;5103601;Dom Aquino;8515
MA;21;01731;2101731;Belágua;8504
PB;25;12804;2512804;Riacho dos Cavalos;8498
MG;31;13503;3113503;Carbonita;8480
TO;17;16703;1716703;Colméia;8476
CE;23;04269;2304269;Deputado Irapuan Pinheiro;8470
MG;31;45877;3145877;Orizânia;8451
MG;31;55405;3155405;Rio Novo;8450
SP;35;32827;3532827;Nova Campina;8445
PI;22;01960;2201960;Brasileira;8438
MS;50;04403;5004403;Inocência;8424
BA;29;28950;2928950;São Domingos;8417
MG;31;52907;3152907;Pratápolis;8416
GO;52;00803;5200803;Alvorada do Norte;8412
SC;42;01703;4201703;Ascurra;8408
MG;31;59209;3159209;Santa Rita de Caldas;8400
SC;42;06652;4206652;Guatambú;8400
MG;31;53509;3153509;Alto Jequitibá;8394
PI;22;08700;2208700;Redenção do Gurguéia;8393
BA;29;07004;2907004;Cardeal da Silva;8376
SP;35;45159;3545159;Saltinho;8353
AL;27;05804;2705804;Olho d'Água do Casado;8345
MG;31;50158;3150158;Piedade de Caratinga;8345
MG;31;21209;3121209;Delfinópolis;8343
RS;43;22301;4322301;Tuparendi;8342
MG;31;42601;3142601;Monsenhor Paulo;8336
PR;41;06001;4106001;Congonhinhas;8336
RN;24;06601;2406601;Lagoa Salgada;8334
BA;29;12806;2912806;Ibirapuã;8331
BA;29;22755;2922755;Nova Ibiá;8325
PB;25;09305;2509305;Mataraca;8324
MT;51;05002;5105002;Jauru;8323
SP;35;48054;3548054;Santo Antônio do Aracanguá;8322
PA;15;05601;1505601;Peixe-Boi;8315
GO;52;14861;5214861;Nova Glória;8307
BA;29;21609;2921609;Morpará;8303
MG;31;42403;3142403;Moema;8302
GO;52;19001;5219001;Sanclerlândia;8300
GO;52;20504;5220504;Serranópolis;8295
RS;43;00877;4300877;Araricá;8293
PR;41;17222;4117222;Nova Santa Rosa;8292
SE;28;02700;2802700;Ilha das Flores;8289
SC;42;01000;4201000;Anita Garibaldi;8286
MG;31;40530;3140530;Martins Soares;8267
CE;23;08807;2308807;Moraújo;8264
PI;22;05557;2205557;Lagoa Alegre;8263
PI;22;04204;2204204;Francisco Santos;8257
MA;21;05450;2105450;Jatobá;8239
SP;35;14304;3514304;Dourado;8233
PB;25;15971;2515971;Sobrado;8230
RS;43;11775;4311775;Maquiné;8222
BA;29;02252;2902252;Arataca;8219
TO;17;03008;1703008;Babaçulândia;8218
MG;31;50505;3150505;Pimenta;8210
PI;22;09971;2209971;São João do Arraial;8202
MG;31;26000;3126000;Florestal;8201
MG;31;54457;3154457;Riachinho;8197
MG;31;44508;3144508;Nazareno;8192
MG;31;26901;3126901;Frei Inocêncio;8190
MG;31;11408;3111408;Campo Florido;8181
PB;25;06251;2506251;Gado Bravo;8179
RN;24;07401;2407401;Martins;8178
BA;29;16708;2916708;Itaquara;8175
AC;12;00054;1200054;Assis Brasil;8157
RS;43;19802;4319802;São Vicente do Sul;8154
SC;42;17907;4217907;Tangará;8153
MG;31;68903;3168903;Tiros;8152
GO;52;12709;5212709;Mambaí;8144
PR;41;08320;4108320;Francisco Alves;8141
GO;52;02502;5202502;Aruanã;8139
AL;27;01506;2701506;Campo Grande;8138
SC;42;13807;4213807;Praia Grande;8131
MG;31;19500;3119500;Coronel Murta;8128
BA;29;33109;2933109;Várzea do Poço;8115
SP;35;56909;3556909;Vista Alegre do Alto;8108
PR;41;20705;4120705;Quatiguá;8092
PA;15;04109;1504109;Magalhães Barata;8090
PR;41;27957;4127957;Tupãssi;8088
RS;43;16709;4316709;Santa Bárbara do Sul;8083
GO;52;04854;5204854;Campo Limpo de Goiás;8081
SP;35;03406;3503406;Arealva;8079
MG;31;57336;3157336;Santa Cruz de Minas;8074
MG;31;16803;3116803;Coluna;8072
PR;41;26009;4126009;São Sebastião da Amoreira;8070
PB;25;05402;2505402;Desterro;8067
PR;41;07751;4107751;Figueira;8064
PB;25;01575;2501575;Barra de Santana;8062
SC;42;15679;4215679;Santa Terezinha;8061
SP;35;31209;3531209;Monte Alegre do Sul;8057
BA;29;11659;2911659;Guajeru;8054
MA;21;04073;2104073;Feira Nova do Maranhão;8048
MG;31;03702;3103702;Araponga;8048
PI;22;05854;2205854;Madeiro;8046
MG;31;48509;3148509;Pavão;8044
SP;35;23800;3523800;Itobi;8044
PE;26;15904;2615904;Tuparetama;8018
RO;11;01005;1101005;Governador Jorge Teixeira;8012
BA;29;24900;2924900;Planaltino;8012
RR;14;00506;1400506;São João da Baliza;8011
SP;35;19253;3519253;Iaras;8009
RN;24;03004;2403004;Cruzeta;8008
MS;50;07802;5007802;Selvíria;8000
MG;31;57252;3157252;Santa Bárbara do Leste;7990
SP;35;53500;3553500;Tapiraí;7987
GO;52;11008;5211008;Itapirapuã;7987
PB;25;16409;2516409;Tacima;7967
MS;50;04809;5004809;Japorã;7966
PI;22;02083;2202083;Cajueiro da Praia;7963
PB;25;00775;2500775;Aparecida;7962
BA;29;22730;2922730;Nova Fátima;7958
AL;27;00607;2700607;Barra de São Miguel;7952
RN;24;02402;2402402;Carnaúba dos Dantas;7949
AP;16;00105;1600105;Amapá;7944
SP;35;36406;3536406;Paulicéia;7944
MA;21;10658;2110658;São Domingos do Azeitão;7937
RS;43;14159;4314159;Paverama;7933
PR;41;28609;4128609;Verê;7929
MS;50;01508;5001508;Bandeirantes;7925
TO;17;18865;1718865;Santa Fé do Araguaia;7919
SE;28;05307;2805307;Pirambu;7908
SP;35;54409;3554409;Terra Roxa;7903
RN;24;07302;2407302;Marcelino Vieira;7896
MT;51;03858;5103858;Gaúcha do Norte;7886
PR;41;03057;4103057;Boa Vista da Aparecida;7876
MG;31;31604;3131604;Iraí de Minas;7868
MG;31;54150;3154150;Reduto;7865
MG;31;62948;3162948;São José da Barra;7862
MG;31;35357;3135357;Japonvar;7861
PR;41;08957;4108957;Guamiranga;7856
GO;52;21197;5221197;Terezópolis de Goiás;7842
SE;28;07204;2807204;Siriri;7841
SE;28;00704;2800704;Brejo Grande;7838
MG;31;23528;3123528;Durandé;7832
SP;35;15350;3515350;Euclides da Cunha Paulista;7831
RS;43;13805;4313805;Palmitinho;7830
SC;42;10407;4210407;Maracajá;7825
CE;23;07205;2307205;Jati;7821
SE;28;04300;2804300;Muribeca;7821
BA;29;22805;2922805;Nova Itarana;7820
MG;31;21100;3121100;Delfim Moreira;7820
PB;25;08208;2508208;Lagoa de Dentro;7819
SC;42;07700;4207700;Ipumirim;7815
RO;11;01757;1101757;Vale do Anari;7806
MS;50;00807;5000807;Anaurilândia;7805
MG;31;26208;3126208;Formoso;7801
PB;25;07606;2507606;Juarez Távora;7792
BA;29;06402;2906402;Candeal;7785
PI;22;04907;2204907;Isaías Coelho;7782
BA;29;10305;2910305;Elísio Medrado;7782
PR;41;12959;4112959;Juranda;7773
MT;51;04526;5104526;Ipiranga do Norte;7772
SP;35;34807;3534807;Ouro Verde;7766
PE;26;03603;2603603;Camutanga;7764
SC;42;11108;4211108;Monte Castelo;7754
PB;25;15005;2515005;São Miguel de Taipu;7751
MG;31;02852;3102852;Angelândia;7730
BA;29;31103;2931103;Tanquinho;7729
BA;29;23308;2923308;Ouriçangas;7728
SC;42;07684;4207684;Ipuaçu;7726
GO;52;05455;5205455;Cezarina;7722
MG;31;65701;3165701;Senador Firmino;7716
MG;31;29004;3129004;Guiricema;7708
RN;24;12807;2412807;São Rafael;7707
RJ;33;05307;3305307;São Sebastião do Alto;7707
PE;26;02506;2602506;Brejinho;7706
PR;41;03305;4103305;Borrazópolis;7706
SP;35;19808;3519808;Icém;7700
PB;25;13158;2513158;Santa Cecília;7678
GO;52;03401;5203401;Bom Jardim de Goiás;7676
AC;12;00435;1200435;Santa Rosa do Purus;7672
MT;51;01852;5101852;Bom Jesus do Araguaia;7671
RO;11;00502;1100502;Novo Horizonte do Oeste;7653
RS;43;09050;4309050;Glorinha;7653
RS;43;14209;4314209;Pedro Osório;7652
SP;35;49508;3549508;São José da Bela Vista;7642
PR;41;08205;4108205;Formosa do Oeste;7641
MG;31;21407;3121407;Desterro de Entre Rios;7633
SP;35;42503;3542503;Reginópolis;7632
SC;42;14607;4214607;Rio do Oeste;7623
MA;21;01970;2101970;Boa Vista do Gurupi;7622
MG;31;43807;3143807;Munhoz;7618
SP;35;24501;3524501;Jaci;7618
RN;24;10207;2410207;Portalegre;7601
SC;42;12007;4212007;Palma Sola;7601
BA;29;19900;2919900;Macururé;7600
SP;35;19907;3519907;Iepê;7596
SP;35;03703;3503703;Ariranha;7595
RN;24;13409;2413409;Serra Negra do Norte;7593
MT;51;07776;5107776;Santa Terezinha;7591
PR;41;04105;4104105;Campo do Tenente;7583
PB;25;05006;2505006;Cubati;7579
GO;52;04250;5204250;Cachoeira Dourada;7566
BA;29;09000;2909000;Cordeiros;7555
RS;43;09506;4309506;Guarani das Missões;7554
MT;51;06653;5106653;Pontal do Araguaia;7554
PI;22;06506;2206506;Monsenhor Hipólito;7550
PE;26;16183;2616183;Vertente do Lério;7549
MG;31;18908;3118908;Cordisburgo;7548
SP;35;21101;3521101;Ipeúna;7538
CE;23;06207;2306207;Itaiçaba;7532
CE;23;13252;2313252;Tarrafas;7530
RS;43;00646;4300646;Ametista do Sul;7529
BA;29;22854;2922854;Nova Redenção;7525
SC;42;09508;4209508;Laurentino;7524
MG;31;66907;3166907;Serrania;7518
MG;31;34806;3134806;Jacuí;7515
TO;17;07405;1707405;Esperantina;7510
MG;31;68804;3168804;Tiradentes;7508
RO;11;00072;1100072;Corumbiara;7503
SC;42;15307;4215307;Salete;7502
RS;43;10504;4310504;Iraí;7489
MG;31;28402;3128402;Guarani;7487
BA;29;19058;2919058;Lajedo do Tabocal;7486
PR;41;13007;4113007;Jussara;7477
RS;43;12252;4312252;Minas do Leão;7470
PB;25;14909;2514909;São Mamede;7469
PI;22;01051;2201051;Assunção do Piauí;7467
SP;35;28106;3528106;Macaubal;7460
