UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
PR;41;06555;4106555;Corumbataí do Sul;3752
PB;25;11004;2511004;Pedra Branca;3739
RN;24;06155;2406155;Jundiá;3737
GO;52;04607;5204607;Campestre de Goiás;3735
RS;43;14308;4314308;Pejuçara;3733
MG;31;58607;3158607;Santana do Deserto;3732
PA;15;01253;1501253;Bannach;3730
SP;35;42305;3542305;Redenção da Serra;3726
MG;31;48905;3148905;Pedra do Indaiá;3725
SP;35;30904;3530904;Mombuca;3724
TO;17;13957;1713957;Muricilândia;3722
BA;29;12608;2912608;Ibiquera;3722
RS;43;09753;4309753;Ibarama;3722
GO;52;21908;5221908;Varjão;3720
MG;31;31406;3131406;Ipiaçu;3715
SP;35;51207;3551207;Sarutaiá;3713
SP;35;08900;3508900;Caiabu;3712
RS;43;15206;4315206;Putinga;3710
MG;31;09600;3109600;Cachoeira da Prata;3707
GO;52;04656;5204656;Campinaçu;3707
PR;41;03370;4103370;Brasilândia do Sul;3703
MG;31;71402;3171402;Vieiras;3701
MG;31;22470;3122470;Dom Bosco;3698
GO;52;15256;5215256;Novo Planalto;3698
MG;31;32602;3132602;Itamarati de Minas;3696
RS;43;11122;4311122;Jaquirana;3692
MT;51;06208;5106208;Nova Brasilândia;3691
MG;31;41900;3141900;Minduri;3690
MT;51;01001;5101001;Araguaiana;3689
MT;51;03361;5103361;Conquista D'Oeste;3687
GO;52;22203;5222203;Vila Boa;3686
RS;43;22152;4322152;Tunas;3685
GO;52;06305;5206305;Cristianópolis;3682
PR;41;16406;4116406;Nossa Senhora das Graças;3677
SP;35;32108;3532108;Murutinga do Sul;3675
MG;31;70438;3170438;União de Minas;3671
SC;42;05159;4205159;Doutor Pedrinho;3670
PR;41;23824;4123824;Santa Lúcia;3668
PR;41;20333;4120333;Prado Ferreira;3663
SP;35;45506;3545506;Sandovalina;3657
SC;42;17105;4217105;São Martinho;3654
SC;42;19606;4219606;Xavantina;3654
TO;17;12009;1712009;Lajeado;3652
SP;35;22000;3522000;Itaju;3652
RS;43;00455;4300455;Alegria;3652
GO;52;13772;5213772;Montividiu do Norte;3647
PI;22;09500;2209500;Santo Inácio do Piauí;3645
PB;25;05501;2505501;Vista Serrana;3644
MS;50;07976;5007976;Taquarussu;3634
MG;31;53202;3153202;Presidente Juscelino;3630
RS;43;23457;4323457;Vila Nova do Sul;3629
SC;42;15356;4215356;Saltinho;3626
MT;51;08857;5108857;Nova Marilândia;3624
PI;22;07850;2207850;Pavussu;3620
SP;35;03505;3503505;Areias;3616
MG;31;11150;3111150;Campo Azul;3615
MG;31;44904;3144904;Nova Módica;3614
RN;24;09506;2409506;Pedra Grande;3611
SP;35;20806;3520806;Inúbia Paulista;3611
RS;43;12377;4312377;Monte Alegre dos Campos;3610
RS;43;23309;4323309;Vila Flores;3608
MG;31;36579;3136579;Josenópolis;3607
RS;43;04101;4304101;Campos Borges;3606
GO;52;15207;5215207;Novo Brasil;3605
RN;24;08706;2408706;Paraú;3589
MG;31;15201;3115201;Conceição da Barra de Minas;3588
MG;31;36801;3136801;Juramento;3585
SP;35;07159;3507159;Bom Sucesso de Itararé;3585
SC;42;19101;4219101;Vargeão;3585
PB;25;08703;2508703;Mãe d'Água;3583
SE;28;03807;2803807;Malhada dos Bois;3580
PB;25;10501;2510501;Olivedos;3579
GO;52;14101;5214101;Mutunópolis;3574
MG;31;53004;3153004;Pratinha;3566
PR;41;11308;4111308;Itaúna do Sul;3566
SC;42;01604;4201604;Arroio Trinta;3556
TO;17;03867;1703867;Cariri do Tocantins;3555
RS;43;13391;4313391;Novo Cabrais;3550
TO;17;03057;1703057;Bandeirantes do Tocantins;3548
MG;31;21704;3121704;Diogo de Vasconcelos;3548
PR;41;03222;4103222;Bom Sucesso do Sul;3540
MG;31;50000;3150000;Pescador;3537
PR;41;01655;4101655;Arapuã;3537
SP;35;05005;3505005;Barão de Antonina;3533
PI;22;04600;2204600;Hugo Napoleão;3526
MG;31;57609;3157609;Santa Fé de Minas;3521
MS;50;03900;5003900;Figueirão;3520
MG;31;44375;3144375;Natalândia;3514
SC;42;02438;4202438;Bocaina do Sul;3514
MG;31;48806;3148806;Pedra do Anta;3511
PR;41;21307;4121307;Rancho Alegre;3511
GO;52;19357;5219357;Santa Isabel;3510
GO;52;15652;5215652;Palestina de Goiás;3505
PB;25;02052;2502052;Bernardino Batista;3504
MG;31;58409;3158409;Santana de Cataguases;3503
TO;17;11951;1711951;Lagoa do Tocantins;3501
MG;31;20706;3120706;Cruzeiro da Fortaleza;3492
RN;24;06908;2406908;Lucrécia;3490
PR;41;20309;4120309;Porto Vitória;3484
RN;24;11809;2411809;São Fernando;3480
BA;29;07400;2907400;Catolândia;3480
MG;31;26307;3126307;Fortaleza de Minas;3479
RO;11;00262;1100262;Rio Crespo;3476
TO;17;11506;1711506;Jaú do Tocantins;3475
MG;31;19708;3119708;Coronel Xavier Chaves;3474
MG;31;59100;3159100;Santana dos Montes;3469
SC;42;13005;4213005;Pinheiro Preto;3469
RS;43;13359;4313359;Nova Roma do Sul;3468
SC;42;03154;4203154;Calmon;3465
SC;42;01109;4201109;Anitápolis;3463
TO;17;08254;1708254;Tabocão;3458
SP;35;28908;3528908;Mariápolis;3450
GO;52;08152;5208152;Gameleira de Goiás;3450
PR;41;01150;4101150;Ângulo;3447
PR;41;12900;4112900;Jundiaí do Sul;3446
TO;17;07553;1707553;Fátima;3445
PR;41;26652;4126652;Sulina;3440
MG;31;63300;3163300;São José do Divino;3437
PR;41;00459;4100459;Altamira do Paraná;3435
SE;28;07006;2807006;São Miguel do Aleixo;3433
PI;22;09153;2209153;Santa Cruz dos Milagres;3432
PI;22;01572;2201572;Belém do Piauí;3425
PB;25;14552;2514552;São José de Princesa;3423
MT;51;07578;5107578;Rondolândia;3423
RS;43;21469;4321469;Tio Hugo;3422
PR;41;02752;4102752;Bela Vista da Caroba;3416
MG;31;59704;3159704;Santa Rosa da Serra;3414
PB;25;14800;2514800;São José dos Cordeiros;3411
RS;43;22327;4322327;Turuçu;3410
PI;22;02251;2202251;Canavieira;3409
SP;35;22158;3522158;Itaoca;3407
RS;43;01552;4301552;Áurea;3401
PR;41;23105;4123105;Santa Amélia;3396
SP;35;40101;3540101;Pongaí;3395
MG;31;26950;3126950;Frei Lagonegro;3391
MG;31;68051;3168051;Taparuba;3390
GO;52;02601;5202601;Aurilândia;3390
MG;31;40209;3140209;Maripá de Minas;3383
SP;35;00907;3500907;Altair;3383
TO;17;18501;1718501;Recursolândia;3380
RS;43;15552;4315552;Rio dos Índios;3374
MT;51;07768;5107768;Santa Rita do Trivelato;3371
MG;31;29905;3129905;Ibitiúra de Minas;3368
PR;41;23204;4123204;Santa Cecília do Pavão;3361
MG;31;49200;3149200;Pedrinópolis;3359
RN;24;14456;2414456;Triunfo Potiguar;3358
PB;25;13000;2513000;Salgadinho;3358
MG;31;06804;3106804;Bias Fortes;3357
PR;41;23956;4123956;Santa Mônica;3357
MG;31;49507;3149507;Pequeri;3351
RS;43;11130;4311130;Jari;3349
RS;43;05371;4305371;Charrua;3345
TO;17;03891;1703891;Carrasco Bonito;3343
GO;52;03104;5203104;Baliza;3342
SP;35;41653;3541653;Quadra;3341
PB;25;05808;2505808;Duas Estradas;3340
TO;17;02703;1702703;Aurora do Tocantins;3338
PB;25;16151;2516151;Sossêgo;3337
TO;17;15002;1715002;Nova Rosalândia;3334
SC;42;09805;4209805;Leoberto Leal;3334
MG;31;14709;3114709;Carvalhópolis;3333
GO;52;18391;5218391;Professor Jamil;3325
SC;42;05175;4205175;Entre Rios;3322
GO;52;18102;5218102;Portelândia;3322
GO;52;19605;5219605;Santa Tereza de Goiás;3322
SC;42;04178;4204178;Cerro Negro;3318
SP;35;52551;3552551;Suzanápolis;3315
MS;50;05103;5005103;Jateí;3315
SC;42;17550;4217550;Serra Alta;3314
MG;31;61601;3161601;São Geraldo da Piedade;3307
MG;31;19807;3119807;Córrego Danta;3304
RS;43;09159;4309159;Gramado Xavier;3304
MG;31;59407;3159407;Santa Rita de Ibitipoca;3303
SP;35;28858;3528858;Marapoama;3295
MG;31;37304;3137304;Lagoa dos Patos;3293
PB;25;03407;2503407;Cacimba de Areia;3292
MG;31;71105;3171105;Veríssimo;3289
PI;22;10102;2210102;São José do Peixe;3288
PB;25;15203;2515203;São Sebastião do Umbuzeiro;3279
SE;28;07303;2807303;Telha;3279
PR;41;15739;4115739;Mato Rico;3279
RS;43;14779;4314779;Pontão;3278
PR;41;16604;4116604;Nova América da Colina;3277
RN;24;01909;2401909;Caiçara do Rio do Vento;3274
SP;35;41802;3541802;Queiroz;3274
PI;22;01309;2201309;Barreiras do Piauí;3271
RO;11;00908;1100908;Castanheiras;3269
MG;31;70479;3170479;Uruana de Minas;3268
SP;35;38303;3538303;Piquerobi;3267
SC;42;06801;4206801;Ibicaré;3267
RS;43;23754;4323754;Vitória das Missões;3266
RS;43;02600;4302600;Braga;3264
RS;43;19703;4319703;São Valentim;3262
RS;43;05603;4305603;Colorado;3258
RN;24;11601;2411601;São Bento do Norte;3252
SC;42;14300;4214300;Rancho Queimado;3252
MT;51;03957;5103957;Glória D'Oeste;3247
SE;28;06909;2806909;São Francisco;3246
RS;43;03673;4303673;Campestre da Serra;3243
PB;25;06509;2506509;Gurjão;3242
PB;25;14602;2514602;São José do Bonfim;3242
TO;17;12801;1712801;Maurilândia do Tocantins;3234
SP;35;16804;3516804;Gastão Vidigal;3234
PB;25;13356;2513356;Santa Inês;3230
RS;43;07450;4307450;Esperança do Sul;3225
SC;42;05605;4205605;Galvão;3219
SC;42;01802;4201802;Atalanta;3218
SC;42;13351;4213351;Ponte Alta do Norte;3217
MG;31;25309;3125309;Faria Lemos;3209
MG;31;19005;3119005;Cordislândia;3208
MT;51;06851;5106851;Porto Estrela;3208
RS;43;10702;4310702;Itatiba do Sul;3206
MG;31;61056;3161056;São Félix de Minas;3204
RS;43;03558;4303558;Camargo;3204
RN;24;11106;2411106;Ruy Barbosa;3203
RS;43;10900;4310900;Jacutinga;3198
RS;43;13425;4313425;Novo Machado;3198
PR;41;20200;4120200;Porto Rico;3194
PI;22;10623;2210623;Sebastião Barros;3187
GO;52;07501;5207501;Estrela do Norte;3186
MG;31;37908;3137908;Lamim;3184
SP;35;51306;3551306;Sebastianópolis do Sul;3184
PR;41;17404;4117404;Ourizona;3184
RS;43;07401;4307401;Esmeralda;3175
GO;52;16452;5216452;Perolândia;3175
RN;24;15008;2415008;Vila Flor;3174
PR;41;07124;4107124;Diamante do Sul;3173
RS;43;05975;4305975;Coxilha;3172
GO;52;03575;5203575;Bonópolis;3171
MG;31;40407;3140407;Marmelópolis;3169
RS;43;12757;4312757;Nova Alvorada;3169
MT;51;06455;5106455;Planalto da Serra;3164
PB;25;08406;2508406;Lastro;3162
RS;43;01859;4301859;Barra do Guarita;3161
SP;35;28304;3528304;Magda;3159
MT;51;03809;5103809;Figueirópolis D'Oeste;3159
PI;22;00806;2200806;Antônio Almeida;3155
AL;27;04906;2704906;Mar Vermelho;3155
MG;31;53707;3153707;Quartel Geral;3150
PR;41;06852;4106852;Cruzmaltina;3150
GO;52;09606;5209606;Heitoraí;3146
SC;42;02081;4202081;Bandeirante;3144
SP;35;14924;3514924;Elisiário;3141
RS;43;21832;4321832;Três Forquilhas;3139
PB;25;13984;2513984;São Francisco;3137
RS;43;22525;4322525;Vale Verde;3137
RS;43;18622;4318622;São José dos Ausentes;3128
GO;52;21452;5221452;Trombas;3123
RS;43;04655;4304655;Capão do Cipó;3122
MG;31;38302;3138302;Leandro Ferreira;3121
RN;24;09209;2409209;Passagem;3119
MT;51;08105;5108105;Tesouro;3119
GO;52;21809;5221809;Urutaí;3119
TO;17;05102;1705102;Chapada da Natividade;3118
PI;22;02075;2202075;Cajazeiras do Piauí;3113
MG;31;64431;3164431;São Sebastião da Vargem Alegre;3113
PR;41;20150;4120150;Porto Barreiro;3111
GO;52;03962;5203962;Buritinópolis;3110
PR;41;01051;4101051;Anahy;3107
GO;52;19209;5219209;Santa Cruz de Goiás;3107
MG;31;35001;3135001;Jaguaraçu;3106
MG;31;56403;3156403;Romaria;3104
MG;31;61650;3161650;São Geraldo do Baixio;3104
MG;31;26406;3126406;Fortuna de Minas;3102
SP;35;00600;3500600;Águas de São Pedro;3097
RS;43;23770;4323770;Westfália;3096
MG;31;22801;3122801;Dom Viçoso;3095
PB;25;15609;2515609;Serra da Raiz;3094
MG;31;15904;3115904;Chácara;3092
RS;43;12443;4312443;Morrinhos do Sul;3091
RS;43;21329;4321329;Taquaruçu do Sul;3087
SP;35;42800;3542800;Ribeira;3085
PI;22;11506;2211506;Vera Mendes;3084
RS;43;10363;4310363;Imigrante;3082
RS;43;06700;4306700;Dona Francisca;3079
RS;43;15149;4315149;Presidente Lucena;3077
GO;52;14903;5214903;Nova Roma;3076
MG;31;53301;3153301;Presidente Kubitschek;3075
SP;35;30003;3530003;Mira Estrela;3075
RO;11;01476;1101476;Primavera de Rondônia;3071
MG;31;28501;3128501;Guarará;3070
RS;43;19372;4319372;São Pedro do Butiá;3069
RS;43;07815;4307815;Estrela Velha;3066
TO;17;01051;1701051;Angico;3062
RS;43;00570;4300570;Alto Feliz;3061
PR;41;28625;4128625;Alto Paraíso;3059
RS;43;13011;4313011;Nova Candelária;3056
SP;35;25854;3525854;Jumirim;3052
PR;41;07553;4107553;Farol;3052
MG;31;44672;3144672;Nova Belém;3049
PI;22;08601;2208601;Prata do Piauí;3042
RS;43;06973;4306973;Erebango;3037
RS;43;13003;4313003;Nova Bréscia;3037
SE;28;02502;2802502;General Maynard;3035
MG;31;25507;3125507;São Gonçalo do Rio Preto;3035
MG;31;66105;3166105;Senhora do Porto;3032
MG;31;10400;3110400;Camacho;3028
PR;41;02703;4102703;Barra do Jacaré;3022
RS;43;07054;4307054;Ernestina;3021
PR;41;19657;4119657;Pitangueiras;3016
PB;25;05907;2505907;Emas;3014
RN;24;14753;2414753;Venha-Ver;3013
GO;52;14879;5214879;Nova Iguaçu de Goiás;3010
SP;35;48302;3548302;Santo Expedito;3004
SP;35;15129;3515129;Emilianópolis;3002
PI;22;07355;2207355;Pajeú do Piauí;3001
RS;43;04952;4304952;Caseiros;3000
MG;31;21506;3121506;Desterro do Melo;2997
RS;43;10553;4310553;Itacurubi;2995
TO;17;12405;1712405;Lizarda;2994
SC;42;12601;4212601;Peritiba;2993
SP;35;39707;3539707;Platina;2990
TO;17;12454;1712454;Luzinópolis;2989
SC;42;11256;4211256;Morro Grande;2982
GO;52;00902;5200902;Amorinópolis;2982
GO;52;05059;5205059;Castelândia;2978
MG;31;43708;3143708;Morro do Pilar;2977
PR;41;08551;4108551;Godoy Moreira;2977
PI;22;05359;2205359;João Costa;2971
GO;52;16007;5216007;Panamá;2968
PB;25;16755;2516755;Tenório;2966
RS;43;06452;4306452;Dois Lajeados;2965
SC;42;14151;4214151;Princesa;2964
GO;52;02353;5202353;Arenópolis;2964
TO;17;18402;1718402;Presidente Kennedy;2963
RN;24;10009;2410009;Pilões;2963
MG;31;57278;3157278;Santa Bárbara do Monte Verde;2963
PI;22;09757;2209757;São Gonçalo do Gurguéia;2960
RS;43;11734;4311734;Mampituba;2954
PB;25;00577;2500577;Algodão de Jandaíra;2953
SP;35;47106;3547106;Santa Mercedes;2952
RN;24;00406;2400406;Água Nova;2951
SC;42;15901;4215901;São Bonifácio;2950
PI;22;10953;2210953;Tamboril do Piauí;2949
SC;42;04194;4204194;Chapadão do Lageado;2949
GO;52;19456;5219456;Santa Rita do Novo Destino;2948
PE;26;05459;2605459;Fernando de Noronha;2947
SC;42;13153;4213153;Planalto Alegre;2946
PB;25;15708;2515708;Serra Grande;2942
MG;31;01409;3101409;Albertina;2941
RS;43;10652;4310652;Itati;2941
GO;52;20702;5220702;Sítio d'Abadia;2939
RN;24;03756;2403756;Fernando Pedroza;2937
MG;31;13107;3113107;Caranaíba;2937
PI;22;05540;2205540;Lagoinha do Piauí;2934
GO;52;12006;5212006;Jaupaci;2934
RN;24;10603;2410603;Rafael Godeiro;2931
PB;25;12747;2512747;Riachão;2927
PI;22;04154;2204154;Francisco Macedo;2921
RS;43;19125;4319125;São Martinho da Serra;2919
MG;31;15409;3115409;Catas Altas da Noruega;2918
GO;52;01454;5201454;Aparecida do Rio Doce;2918
MG;31;03603;3103603;Arantina;2916
GO;52;06602;5206602;Cumari;2915
MG;31;67509;3167509;Simão Pereira;2913
MG;31;71501;3171501;Mathias Lobato;2912
RS;43;18440;4318440;São Jorge;2912
PB;25;10600;2510600;Ouro Velho;2910
MG;31;45802;3145802;Onça de Pitangui;2908
SP;35;10104;3510104;Cândido Rodrigues;2907
GO;52;10158;5210158;Ipiranga de Goiás;2907
GO;52;21304;5221304;Três Ranchos;2906
MG;31;06101;3106101;Belmiro Braga;2905
SP;35;36257;3536257;Parisi;2895
RS;43;14456;4314456;Pinhal;2895
SP;35;01509;3501509;Alvinlândia;2893
SC;42;03253;4203253;Capão Alto;2892
RS;43;04697;4304697;Capitão;2888
SC;42;17758;4217758;Sul Brasil;2878
RS;43;16477;4316477;Salvador das Missões;2878
MG;31;20003;3120003;Córrego Novo;2876
TO;17;18006;1718006;Porto Alegre do Tocantins;2869
SC;42;07577;4207577;Iomerê;2865
PB;25;06202;2506202;Frei Martinho;2846
PI;22;09609;2209609;São Félix do Piauí;2842
SP;35;33304;3533304;Nova Luzitânia;2837
PI;22;10391;2210391;São Miguel do Fidalgo;2824
PI;22;06951;2206951;Novo Santo Antônio;2820
RS;43;05871;4305871;Coronel Barros;2819
MG;31;27370;3127370;Goiabeira;2816
RS;43;12617;4312617;Muitos Capões;2811
GO;52;19506;5219506;Santa Rosa de Goiás;2810
RS;43;06379;4306379;Dilermando de Aguiar;2806
MG;31;62302;3162302;São João da Mata;2803
SC;42;00556;4200556;Águas Frias;2802
SC;42;04152;4204152;Celso Ramos;2802
MG;31;16209;3116209;Chiador;2800
SP;35;37156;3537156;Pedrinhas Paulista;2790
SE;28;05000;2805000;Pedra Mole;2787
PR;41;11605;4111605;Ivatuba;2786
RS;43;23705;4323705;Vista Gaúcha;2785
SC;42;18855;4218855;União do Oeste;2782
MT;51;07297;5107297;São José do Povo;2781
SP;35;10906;3510906;Cássia dos Coqueiros;2777
PR;41;14351;4114351;Manfrinópolis;2775
SP;35;36901;3536901;Pedranópolis;2774
MG;31;63607;3163607;São José do Mantimento;2768
PI;22;11605;2211605;Vila Nova do Piauí;2764
MG;31;24708;3124708;Estrela do Indaiá;2764
GO;52;12907;5212907;Marzagão;2764
PR;41;19251;4119251;Pinhal de São Bento;2762
SC;42;10704;4210704;Matos Costa;2762
SP;35;16507;3516507;Gabriel Monteiro;2760
RS;43;18051;4318051;São Domingos do Sul;2755
MT;51;08352;5108352;Vale de São Domingos;2754
MG;31;17207;3117207;Conceição das Pedras;2752
MG;31;49002;3149002;Pedra Dourada;2752
RS;43;06320;4306320;Derrubadas;2749
RS;43;12427;4312427;Mormaço;2748
RS;43;02253;4302253;Boa Vista do Sul;2746
PB;25;03753;2503753;Cajazeirinhas;2740
TO;17;18709;1718709;Rio dos Bois;2737
MG;31;10806;3110806;Campanário;2737
SP;35;47403;3547403;Santa Rita d'Oeste;2736
SP;35;15905;3515905;Floreal;2735
AL;27;07008;2707008;Pindoba;2734
MT;51;07263;5107263;Santo Afonso;2731
RS;43;05116;4305116;Centenário;2725
GO;52;06800;5206800;Damolândia;2724
SP;35;07456;3507456;Borebi;2722
SC;42;02537;4202537;Bom Jesus;2721
GO;52;03939;5203939;Buriti de Goiás;2720
SC;42;18954;4218954;Urupema;2719
MG;31;04403;3104403;Argirita;2717
TO;17;19004;1719004;Santa Tereza do Tocantins;2715
RS;43;14548;4314548;Pinto Bandeira;2712
RS;43;20230;4320230;Sede Nova;2712
PI;22;00954;2200954;Aroeiras do Itaim;2709
MG;31;16902;3116902;Comendador Gomes;2708
MG;31;15003;3115003;Cascalho Rico;2705
SC;42;02156;4202156;Belmonte;2703
MG;31;19609;3119609;Coronel Pacheco;2702
RN;24;03905;2403905;Francisco Dantas;2700
RN;24;11429;2411429;Santana do Seridó;2696
GO;52;21080;5221080;Teresina de Goiás;2695
RS;43;06072;4306072;Cristal do Sul;2694
RN;24;10702;2410702;Riacho da Cruz;2693
MG;31;70305;3170305;Umburatiba;2686
RS;43;23200;4323200;Victor Graeff;2685
SC;42;05431;4205431;Formosa do Sul;2682
RS;43;06957;4306957;Entre Rios do Sul;2681
SP;35;44400;3544400;Rubiácea;2680
SP;35;57154;3557154;Zacarias;2680
RS;43;18614;4318614;São José do Sul;2676
RS;43;20321;4320321;Senador Salgado Filho;2671
PB;25;17100;2517100;Várzea;2668
GO;52;11602;5211602;Ivolândia;2664
TO;17;20978;1720978;Talismã;2661
RS;43;23507;4323507;Vista Alegre;2655
PR;41;25902;4125902;São Pedro do Paraná;2654
MG;31;25804;3125804;Fernandes Tourinho;2653
SC;42;11652;4211652;Novo Horizonte;2652
PR;41;08106;4108106;Flórida;2651
SC;42;15752;4215752;São Bernardino;2651
PI;22;07108;2207108;Olho D'Água do Piauí;2646
MG;31;01300;3101300;Alagoa;2646
RS;43;01073;4301073;Arroio do Padre;2638
MG;31;27354;3127354;Glaucilândia;2637
RS;43;07831;4307831;Eugênio de Castro;2633
SP;35;32157;3532157;Nantes;2627
SC;42;12056;4212056;Palmeira;2627
PB;25;13851;2513851;Santo André;2622
MG;31;03801;3103801;Arapuá;2621
SC;42;19150;4219150;Vargem;2621
SP;35;53658;3553658;Taquaral;2620
PR;41;03404;4103404;Cafeara;2620
PR;41;21356;4121356;Rancho Alegre D'Oeste;2615
RS;43;08656;4308656;Garruchos;2615
MG;31;13800;3113800;Carmésia;2614
SP;35;06201;3506201;Bento de Abreu;2606
SP;35;49003;3549003;São Francisco;2602
SC;42;00051;4200051;Abdon Batista;2600
SP;35;15301;3515301;Estrela do Norte;2596
SP;35;46108;3546108;Santa Clara d'Oeste;2596
RS;43;18499;4318499;São José do Inhacorá;2596
PB;25;13968;2513968;São Domingos;2595
MG;31;43609;3143609;Morro da Garça;2593
MG;31;60603;3160603;Santo Hipólito;2593
RS;43;16972;4316972;Santa Margarida do Sul;2593
RS;43;21634;4321634;Três Arroios;2589
PB;25;13943;2513943;São Domingos do Cariri;2585
RS;43;12385;4312385;Monte Belo do Sul;2584
SP;35;40853;3540853;Pracinha;2581
RS;43;16436;4316436;Saldanha Marinho;2581
SC;42;15687;4215687;Santa Terezinha do Progresso;2580
GO;52;13053;5213053;Mimoso de Goiás;2572
RN;24;06403;2406403;Lagoa de Velhos;2569
SP;35;49201;3549201;São João das Duas Pontes;2569
RS;43;11429;4311429;Lajeado do Bugre;2569
RS;43;07864;4307864;Fagundes Varela;2566
SP;35;07753;3507753;Brejo Alegre;2561
TO;17;20002;1720002;Santa Terezinha do Tocantins;2560
RS;43;09571;4309571;Herveiras;2559
TO;17;18881;1718881;Santa Maria do Tocantins;2557
MG;31;45505;3145505;Olímpio Noronha;2555
SP;35;27900;3527900;Lutécia;2555
RS;43;12138;4312138;Mato Castelhano;2552
RS;43;18432;4318432;São João do Polêsine;2549
RS;43;19737;4319737;São Valério do Sul;2547
RS;43;21493;4321493;Toropi;2546
PB;25;13653;2513653;Joca Claudino;2543
GO;52;10307;5210307;Israelândia;2543
MG;31;25200;3125200;Fama;2542
SC;42;09177;4209177;Jupiá;2542
SC;42;01653;4201653;Arvoredo;2539
PB;25;09370;2509370;Mato Grosso;2538
MG;31;50109;3150109;Piau;2530
PR;41;10300;4110300;Inajá;2529
RS;43;08052;4308052;Faxinalzinho;2521
RS;43;08433;4308433;Forquetinha;2521
RS;43;11791;4311791;Maratá;2515
MG;31;44201;3144201;Nacip Raydan;2513
SP;35;14205;3514205;Dolcinópolis;2511
SP;35;33809;3533809;Óleo;2508
RS;43;06353;4306353;Dezesseis de Novembro;2506
SC;42;10852;4210852;Mirim Doce;2502
